index,Station,Event,Ev_lat,Ev_lon,Depth,Mag,Baz,Phase,SCPhi,SCPhi_std,SCdt,SCdt_std,RCPhi,RCPhi_std,RCdt,RCdt_std,RCcoeff_corrcted,Null,Quality,CpH
363,AM.TSAP,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.8,SKS,-83.2,44.75,3.9,0.98,59.8,44.75,0.1,0.98,1,TRUE,Fair,0.86
364,AM.TSAP,20140411_202913,11.7198,-86.014,142.3,6.6,308.24,SKS,-43.76,44.75,2.5,0.98,1.24,44.75,0.4,0.98,-0.39,TRUE,Fair,0.86
365,AM.TSAP,20140824_232141,-14.52,-73.535,70,6.8,277.83,SKS,-87.17,44.75,3.4,0.98,48.83,44.75,0.2,0.98,1,TRUE,Fair,0.85
366,AM.TSAP,20140824_232143,-14.589,-73.45,74.4,6.8,277.71,SKS,-87.29,44.75,3.3,0.98,48.71,44.75,0.2,0.98,1,TRUE,Fair,0.86
367,AM.TSAP,20150211_185720,-23.0653,-66.6621,203.6,6.7,265.26,SKS,17.26,44.75,0.7,0.98,42.26,44.75,0.5,0.98,-0.37,TRUE,Fair,0.79
368,AM.TSAP,20130406_044236,-3.4714,138.4743,69.4,7,90.55,SKS,-46,16.75,0.8,0.33,-43,44.75,0.8,0.98,-0.94,FALSE,Good,0.75
369,AM.TSAP,20130416_225527,-3.2237,142.5671,16.3,6.6,87.7,SKS,-9.3,44.75,3.9,0.98,-59.3,44.75,0.1,0.98,1,TRUE,Good,0.95
370,AM.TSAP,20140113_040104,18.9922,-66.8685,30.9,6.3,298.9,SKS,-45.1,12,1.8,0.75,1.9,44.75,0.8,0.98,1,TRUE,Fair,0.78
371,AM.TSAP,20140218_092714,14.596,-58.9719,28.3,6.5,290.5,SKS,-61.5,44.75,1.3,0.98,-20.5,44.75,0.3,0.98,1,TRUE,Fair,0.84
372,AM.TSAP,20131117_090456,-60.3783,-46.5876,7.9,7.8,217.31,SKS,31.31,44.75,3.9,0.98,-15.69,44.75,0.3,0.98,1,TRUE,Fair,0.86
373,AM.TSAP,20141014_035137,12.5893,-88.072,63.9,7.3,310.52,SKS,8,19.25,0.5,0.35,-1,15.75,0.5,0.22,-0.97,TRUE,Good,0.98
374,AM.TSAP,20150211_185720,-23.0653,-66.6621,203.6,6.7,265.26,SKS,30,44.75,0.6,0.98,43.26,44.75,0.6,0.98,-0.37,FALSE,Fair,0.72
375,AM.TSAP,20131123_074832,-17.1613,-176.5188,370.1,6.5,69.51,SKKS,87.51,18.25,1.8,0.9,-64.49,44.75,0.9,0.98,0.98,TRUE,Fair,0.84
376,AM.TSAP,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.8,SKKS,9.8,44.75,3.9,0.98,56.8,44.75,0.3,0.98,1,TRUE,Good,0.93
377,AM.TSAP,20140924_111613,-23.7849,-66.5888,204.5,6.2,264.52,SKKS,-72.48,44.75,0.5,0.98,-49.48,19,0.4,0.4,-0.7,TRUE,Good,0.91
378,AM.TSAP,20141101_185722,-19.8023,-177.8334,435.3,7.1,73.68,SKKS,-37.32,44.75,2.1,0.98,-68.32,44.75,1.2,0.98,1,TRUE,Fair,0.49
379,AM.TSAP,20150123_034727,-17.064,168.5545,223.9,6.8,81.64,SKKS,-80.36,44.75,1.3,0.98,-44.36,44.75,0.7,0.98,1,TRUE,Fair,0.82
380,AM.TSAP,20150211_185720,-23.0653,-66.6621,203.6,6.7,265.26,SKKS,-12.74,44.75,2.8,0.98,-59.74,44.75,0.4,0.98,1,TRUE,Fair,0.78
381,AM.VAND,20190222_101722,-2.199,-77.0231,132.36,7.5,289.49,SKS,31.49,44.75,2.8,0.98,78.49,44.75,0.8,0.98,1,TRUE,Fair,0.78
382,AM.VAND,20200717_025022,-7.8386,147.7754,73,7,86.87,SKS,85.87,44.75,1.7,0.98,-48.13,44.75,0,0.98,1,TRUE,Fair,0.66
383,AM.VAND,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.08,SKS,65.08,44.75,1.8,0.98,27.08,44.75,0.9,0.98,1,TRUE,Fair,0.68
384,AM.VAND,20150310_205544,6.7968,-73.0377,162,6.2,293.33,SKS,55.33,44.75,1.4,0.98,89,44.75,1.3,0.98,1,TRUE,Fair,0.52
385,AM.VAND,20150323_045137,-18.3544,-69.1883,127.1,6.4,270.07,SKS,76,44.75,1.7,0.98,48.07,44.75,0.7,0.98,1,TRUE,Good,0.97
386,AM.VAND,20141206_220510,-6.11,130.4829,116,6,96.65,SKS,-4.35,44.75,3.9,0.98,22.65,44.75,3.9,0.98,1,TRUE,Good,0.9
387,AM.VAND,20141014_035137,12.5893,-88.072,63.9,7.3,309.04,SKS,-70.96,22,0.8,0.95,78.04,44.75,0.5,0.58,-0.82,TRUE,Fair,0.89
388,AM.VAND,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.08,SKS,65.08,44.75,1.8,0.98,27.08,44.75,0.9,0.98,1,TRUE,Fair,0.65
389,AM.VAND,20170713_033608,-4.7722,153.1958,34.78,6.4,80.8,SKS,-6.2,44.75,3.2,0.98,39.8,44.75,0.1,0.98,0.99,TRUE,Fair,0.84
390,AM.VAND,20180121_010642,-18.8524,-69.4564,116,6.3,269.78,SKS,72.78,6,1.9,0.5,39.78,44.75,0.8,0.98,1,TRUE,Fair,0.71
391,AM.VAND,20180308_173951,-4.3853,153.1874,22.53,6.8,80.5,SKS,77.5,44.75,3.9,0.98,29.5,41.75,0.1,0.98,-0.42,TRUE,Fair,0.89
392,AM.VAND,20190201_161413,14.7628,-92.2981,67.93,6.6,313.96,SKS,35.96,17.5,1.6,0.73,-0.04,44.75,0.4,0.98,1,TRUE,Good,0.97
393,AM.VAND,20200603_073534,-23.2955,-68.4217,96.84,6.8,264.92,SKS,20.92,17,1.2,0.58,40.92,44.75,0.9,0.98,-0.68,FALSE,Fair,0.69
394,AM.VAND,20160729_211826,18.5439,145.541,207.62,7.7,68.32,SKS,-48.68,16,1,0.48,-67.68,18.25,0.8,0.42,-0.86,FALSE,Fair,0.72
395,AM.VAND,20160823_193944,-7.2805,122.4255,532.4,6,102.76,SKS,70.76,11.75,0.9,0.22,63.76,16,0.8,0.4,-0.92,FALSE,Good,0.66
396,AM.VAND,20180211_231415,13.8205,146.4377,10,6,71.26,SKS,-54.74,44.75,0.7,0.98,-62.74,44.75,0.6,0.98,1,FALSE,Fair,0.71
397,AM.VAND,20180828_070811,-10.8859,124.1187,14,6.2,104.36,SKS,-84.64,44.75,1.3,0.98,55.36,44.75,0.3,0.98,1,TRUE,Fair,0.89
398,AM.VAND,20180828_223513,16.8044,146.8395,55,6.4,68.79,SKS,76.79,44.75,1.4,0.98,-65.21,44.75,0.3,0.98,0.99,TRUE,Good,0.97
399,AM.VAND,20190122_051003,-10.4663,119.0309,27.01,6.4,107.37,SKS,81.37,44.75,2.1,0.98,22.37,44.75,1.4,0.98,1,TRUE,Fair,0.78
400,AM.VAND,20200506_135356,-6.7949,129.8613,107,6.8,97.57,SKS,13.57,44.75,2.6,0.98,57.57,44.75,0.2,0.98,1,TRUE,Fair,0.85
401,AM.VAND,20200821_040952,-6.6869,123.4829,627.76,6.9,101.62,SKS,71.62,44.75,1.3,0.98,53.62,44.75,1.1,0.98,-0.3,FALSE,Fair,0.74
402,AM.VAND,20140924_111613,-23.7849,-66.5888,204.5,6.2,263.35,SKKS,35.35,44.75,0.8,0.98,-16.65,44.75,2.9,0.98,1,TRUE,Fair,0.81
403,AM.VAND,20141101_185722,-19.8023,-177.8334,435.3,7.1,72.5,SKKS,85.5,44.75,1.2,0.98,-57.5,44.75,0.5,0.98,0.35,TRUE,Good,0.92
404,AM.VAND,20150123_034727,-17.064,168.5545,223.9,6.8,80.63,SKKS,25.63,13.75,1.5,0.45,33.63,44.75,1.4,0.98,-0.4,FALSE,Fair,0.66
405,AM.VAND,20170218_121017,-23.8613,-66.6592,222,6.3,263.32,SKKS,-86.68,44.75,3.9,0.98,-36.68,44.75,0.2,0.98,1,TRUE,Fair,0.83
406,AM.VAND,20190731_150233,-16.1985,167.9982,181,6.6,80.19,SKKS,-49.81,44.75,0.8,0.98,-50.81,44.75,0.8,0.98,1,FALSE,Good,0.71
407,AM.VAND,20200603_073534,-23.2955,-68.4217,96.84,6.8,264.92,SKKS,67.92,7.25,2,0.6,24.92,44.75,0.9,0.98,-0.42,TRUE,Fair,0.75
408,AM.VAND,20200805_120536,-16.0919,168.078,178.9,6.4,80.03,SKKS,-35,44.75,0.9,0.98,-56,44.75,0.7,0.98,1,FALSE,Fair,0.73
409,AM.VAND,20201206_164742,-20.3662,-69.0663,105,6.1,268.12,SKKS,23.12,10,1.3,0.35,23.12,44.75,1.3,0.98,0.99,FALSE,Good,0.74
410,AM.ZARN,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.28,SKS,32.28,18.5,1,0.58,41.28,44.75,1,0.98,-0.76,FALSE,Fair,0.67
411,AM.ZARN,20160528_094659,-56.2409,-26.9353,78,7.2,215.03,SKS,47.03,44.75,1.3,0.98,87.03,44.75,0.5,0.98,0.94,TRUE,Good,0.9
412,AM.ZARN,20161124_184348,11.9597,-88.8355,10.34,7,309.36,SKS,-45.64,44.75,1.3,0.98,-3.64,44.75,0.2,0.98,1,TRUE,Good,0.91
413,AM.ZARN,20180819_001940,-18.1125,-178.1536,600,8.2,70.42,SKS,80.42,44.75,3.6,0.98,-48.58,44.75,0.7,0.98,1,TRUE,Good,0.9
414,AM.ZARN,20181211_022632,-58.5981,-26.4656,164.66,7.1,212.82,SKS,53,14.75,1.1,0.5,67,44.75,0.8,0.98,0.99,FALSE,Fair,0.75
415,AM.ZARN,20190222_101722,-2.199,-77.0231,132.36,7.5,289.62,SKS,32.62,44.75,0.9,0.98,73.62,44.75,0.4,0.98,1,TRUE,Fair,0.89
416,AM.ZARN,20190301_085042,-14.7016,-70.135,267,7,274.18,SKS,29,10.25,2.5,0.7,38.18,44.75,2.1,0.98,1,FALSE,Fair,0.74
417,AM.ZARN,20200717_025022,-7.8386,147.7754,73,7,86.75,SKS,9.75,44.75,1.4,0.98,50.75,44.75,0.6,0.98,0.98,TRUE,Fair,0.67
418,AM.ZARN,20130209_141606,1.0345,-77.462,144.2,7,292.46,SKS,27.46,44.75,3.9,0.98,75.46,44.75,0.1,0.62,-0.34,TRUE,Fair,0.83
419,AM.ZARN,20140316_211628,-19.9051,-70.6156,9.4,6.7,269.75,SKS,11.75,3.75,3.9,0.4,62.75,44.75,0.5,0.98,1,TRUE,Fair,0.85
420,AM.ZARN,20140403_015829,-20.3644,-70.5007,10.6,6.6,269.24,SKS,20.24,44.75,1.3,0.98,59.24,44.75,0.8,0.98,1,TRUE,Fair,0.69
421,AM.ZARN,20140629_075256,-55.4757,-28.3956,15.1,6.8,216.24,SKS,44.24,44.75,3.9,0.98,-85.76,44.75,0.2,0.98,1,TRUE,Good,0.9
422,AM.ZARN,20140707_112354,14.724,-92.4614,53,6.9,314.16,SKS,-41.84,44.75,3.9,0.98,7.16,44.75,0.2,0.98,1,TRUE,Good,0.93
423,AM.ZARN,20140729_104613,17.81,-95.501,99,6.4,318.57,SKS,22,14,1.6,0.6,4,44.75,1.2,0.98,-0.46,TRUE,Fair,0.89
424,AM.ZARN,20140824_232141,-14.52,-73.535,70,6.8,276.68,SKS,43,5.25,2.1,0.25,61,44.75,1.9,0.98,1,FALSE,Fair,0.25
425,AM.ZARN,20140824_232143,-14.589,-73.45,74.4,6.8,276.56,SKS,43,5.25,2.1,0.25,61,44.75,1.9,0.98,1,FALSE,Fair,0.25
426,AM.ZARN,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.28,SKS,27.28,16.5,1.3,0.58,51.28,31,1.2,0.98,-0.76,FALSE,Fair,0.63
427,AM.ZARN,20150310_205544,6.7968,-73.0377,162,6.2,293.4,SKS,-57.6,44.75,3.9,0.98,-7.6,44.75,0.2,0.98,-0.17,TRUE,Fair,0.86
428,AM.ZARN,20150323_045137,-18.3544,-69.1883,127.1,6.4,270.26,SKS,42,11.25,1.1,0.2,51,16,1.1,0.35,-0.93,FALSE,Fair,0.53
429,AM.ZARN,20150916_140322,-6.0114,151.4768,6,6.1,82.82,SKS,89.82,44.75,3.9,0.98,-36.18,44.75,0.1,0.98,1,TRUE,Fair,0.87
430,AM.ZARN,20121210_165309,-6.4969,129.8684,161.5,7.1,97.31,SKS,13.31,1.25,3.9,0.3,60.31,44.75,0.3,0.98,1,TRUE,Good,0.96
431,AM.ZARN,20130406_044236,-3.4714,138.4743,69.4,7,89.44,SKS,-84.56,44.75,3.9,0.98,-34.56,44.75,0.1,0.98,1,TRUE,Fair,0.89
432,AM.ZARN,20140113_040104,18.9922,-66.8685,30.9,6.3,297.77,SKS,31.77,44.75,3.5,0.98,80.77,44.75,0.1,0.98,0.41,TRUE,Good,0.96
433,AM.ZARN,20140218_092714,14.596,-58.9719,28.3,6.5,289.4,SKS,31.4,2,2.3,0.35,71.4,44.75,0.6,0.98,1,TRUE,Fair,0.77
434,AM.ZARN,20140806_114528,-7.13,127.92,19.5,6.2,99.05,SKS,15.05,44.75,3.9,0.98,-24.95,44.75,0.1,0.98,1,TRUE,Fair,0.82
435,AM.ZARN,20130209_141606,1.0345,-77.462,144.2,7,292.46,SKS,28.46,44.75,3.5,0.98,77.46,44.75,0.2,0.68,-0.34,TRUE,Fair,0.79
436,AM.ZARN,20131117_090456,-60.3783,-46.5876,7.9,7.8,216.96,SKS,-75.04,21.75,1.1,0.95,78.96,44.75,0.7,0.98,-0.68,TRUE,Fair,0.8
437,AM.ZARN,20141014_035137,12.5893,-88.072,63.9,7.3,309.12,SKS,44.12,44.75,3.9,0.98,4.12,44.75,0.1,0.98,1,TRUE,Good,0.93
438,AM.ZARN,20150211_185720,-23.0653,-66.6621,203.6,6.7,264.28,SKS,32.28,18.5,1,0.58,41.28,44.75,1,0.98,-0.76,FALSE,Fair,0.67
439,AM.ZARN,20151217_194953,15.8009,-93.6294,85,6.6,315.81,SKS,-39.19,44.75,1.3,0.98,0.81,44.75,0.2,0.98,0.98,TRUE,Fair,0.87
440,AM.ZARN,20170614_072905,14.9823,-91.9882,94,6.9,313.91,SKS,-25.09,44.75,2.1,0.98,13.91,44.75,1.3,0.98,1,TRUE,Fair,0.82
441,AM.ZARN,20170622_123104,13.7527,-90.9488,46.82,6.8,312.28,SKS,49.28,44.75,3.9,0.98,-82.72,44.75,0.1,0.98,1,TRUE,Good,0.9
442,AM.ZARN,20170827_041751,-1.4513,148.0803,8,6.3,81.56,SKS,-88.44,2.25,3.9,0.43,-40.44,44.75,0.4,0.98,0.92,TRUE,Fair,0.77
443,AM.ZARN,20171127_071111,-4.5778,153.2342,52,6,80.48,SKS,52.48,44.75,1.9,0.98,-26.52,44.75,3.9,0.98,1,TRUE,Fair,0.77
444,AM.ZARN,20180308_173951,-4.3853,153.1874,22.53,6.8,80.36,SKS,89.36,44.75,3.9,0.98,54.36,44.75,0,0.98,1,TRUE,Fair,0.61
445,AM.ZARN,20180930_105224,-18.3465,-178.0788,564.13,6.7,70.61,SKS,-49.39,44.75,0.9,0.98,-62.39,44.75,0.8,0.98,-0.45,TRUE,Good,0.9
446,AM.ZARN,20190201_161413,14.7628,-92.2981,67.93,6.6,314.05,SKS,-33.95,44.75,3.9,0.98,21.05,44.75,0.4,0.98,1,TRUE,Good,0.91
447,AM.ZARN,20190530_090328,13.1462,-89.3663,25,6.6,310.56,SKS,-38.44,44.75,2.6,0.98,3.56,44.75,0.6,0.98,1,TRUE,Fair,0.7
448,AM.ZARN,20200603_073534,-23.2955,-68.4217,96.84,6.8,265.13,SKS,31,20,1.9,0.9,40,44.75,1.8,0.98,0.95,FALSE,Fair,0.59
449,AM.ZARN,20151204_222500,-47.6165,85.0913,35,7.1,153.34,SKS,-61.66,21,0.4,0.6,-70.66,44.75,0.4,0.98,0.46,TRUE,Fair,0.87
450,AM.ZARN,20160729_211826,18.5439,145.541,207.62,7.7,68.32,SKS,-37.68,44.75,1.1,0.98,-68.68,14.75,0.5,0.3,-0.87,TRUE,Fair,0.87
451,AM.ZARN,20180211_231415,13.8205,146.4377,10,6,71.24,SKS,-63,44.75,0.7,0.98,-79,44.75,0.8,0.98,1,FALSE,Fair,0.54
452,AM.ZARN,20180325_201447,-6.6247,129.8138,169,6.4,97.45,SKS,11.45,44.75,1.6,0.98,53.45,44.75,0.1,0.98,0.93,TRUE,Fair,0.88
453,AM.ZARN,20180821_213147,10.7791,-62.907,146.18,7.3,289.2,SKS,34.2,6.75,1.8,0.57,68,44.75,0.7,0.98,1,TRUE,Fair,0.59
454,AM.ZARN,20190624_025339,-6.4078,129.1692,212,7.3,97.7,SKS,19.7,10.25,1.7,0.7,59.7,44.75,0.5,0.98,0.5,TRUE,Fair,0.85
455,AM.ZARN,20200821_040952,-6.6869,123.4829,627.76,6.9,101.62,SKS,21.62,44.75,3.6,0.98,68.62,44.75,0.5,0.98,0.94,TRUE,Fair,0.82
456,AM.ZARN,20140316_211628,-19.9051,-70.6156,9.4,6.7,269.75,SKKS,12.75,44.75,2.8,0.98,60.75,44.75,0.7,0.98,1,TRUE,Fair,0.76
457,AM.ZARN,20150824_094125,-30.6497,-179.0971,224.5,6,87.65,SKKS,80.65,44.75,2.8,0.98,35.65,44.75,0.4,0.98,0.98,TRUE,Fair,0.85
458,AM.ZARN,20150916_225915,-31.618,-71.745,26.7,6.4,258.39,SKKS,-7.61,44.75,3.9,0.98,40.39,44.75,0.2,0.98,1,TRUE,Fair,0.83
459,AM.ZARN,20180114_091845,-15.7589,-74.7095,39,7.1,276.38,SKKS,19.38,44.75,3.9,0.98,71.38,44.75,0.4,0.98,1,TRUE,Good,0.98
460,AM.ZARN,20180819_042858,-16.9783,-178.0332,415.6,6.8,69.05,SKKS,83.05,15.75,1.6,0.73,-64.95,44.75,0.6,0.98,-0.47,TRUE,Fair,0.69
461,AM.ZARN,20200603_073534,-23.2955,-68.4217,96.84,6.8,265.13,SKKS,19.13,19.25,1.9,0.9,53.13,44.75,1.2,0.98,1,TRUE,Fair,0.54
462,GO.AKH,20160804_141513,-22.3087,-66.0261,270,6.2,264.94,SKS,35.94,17.75,1,0.5,41.94,44.75,1,0.98,0.36,FALSE,Good,0.66
463,GO.AKH,20161124_184348,11.9597,-88.8355,10.34,7,309.39,SKS,23.39,4.75,2.6,0.62,-18.61,44.75,0.9,0.98,1,TRUE,Fair,0.59
464,GO.AKH,20120121_184713,14.933,-93.1422,63.5,6.2,314.88,SKS,26.88,44.75,2.1,0.98,-14.12,44.75,0.9,0.98,1,TRUE,Fair,0.58
465,GO.AKH,20120417_071349,-5.5336,147.125,208.2,6.9,84.94,SKS,31.94,20.25,0.7,0.68,44.94,44.75,0.7,0.98,0.99,FALSE,Fair,0.75
466,GO.AKH,20120514_100039,-17.7968,-69.7926,108.7,6.3,271.49,SKS,46.49,12.75,1.2,0.25,43.49,44.75,1.2,0.98,0.98,FALSE,Good,0.6
467,GO.AKH,20120528_050723,-28.021,-63.1134,591.1,6.7,257.82,SKS,48.82,44.75,2,0.98,10.82,44.75,1.5,0.98,1,TRUE,Fair,0.45
468,GO.AKH,20120604_004516,5.2944,-82.6322,15,6.3,299.79,SKS,20.79,44.75,2.2,0.98,-26.21,44.75,0.5,0.98,1,TRUE,Fair,0.77
469,GO.AKH,20120607_160318,-15.9117,-72.4723,106.7,6.2,275.02,SKS,21.02,44.75,1,0.98,49.02,41.75,0.5,0.98,-0.44,TRUE,Fair,0.84
470,GO.AKH,20120706_022822,-14.6567,167.3043,164.8,6.4,78.1,SKS,14,18,0.8,0.48,35,18.75,0.6,0.45,-0.86,FALSE,Fair,0.37
471,GO.AKH,20120725_112027,-9.669,159.8561,23.7,6.5,79.32,SKS,-18.68,44.75,3.9,0.98,-68.68,44.75,0,0.98,1,TRUE,Good,0.9
472,GO.AKH,20120728_200359,-4.654,153.1678,58.8,6.5,80.09,SKS,59.09,6.5,1.2,0.25,29.09,44.75,0.7,0.98,1,TRUE,Fair,0.78
473,GO.AKH,20120802_093831,-8.454,-74.2726,148.8,6,282.72,SKS,27.72,44.75,1.3,0.98,66.72,44.75,0.6,0.98,1,TRUE,Fair,0.82
474,GO.AKH,20121111_221459,14.0705,-92.3318,18.6,6.4,313.67,SKS,29.67,3.5,3.2,0.48,-11.33,44.75,0.9,0.98,1,TRUE,Fair,0.81
475,GO.AKH,20121119_094435,-5.7528,151.6402,22.9,6,82.01,SKS,58,15,0.7,0.25,34,44.75,0.5,0.98,0.47,FALSE,Fair,0.74
476,GO.AKH,20121214_103601,31.1122,-119.6273,15.8,6.4,345.06,SKS,2.06,44.75,1.8,0.98,45.06,44.75,0.8,0.98,1,TRUE,Fair,0.83
477,GO.AKH,20121221_222808,-14.3591,167.2778,198.1,6.7,77.84,SKS,65.84,8.25,2.7,0.8,24.84,44.75,0.7,0.98,0.94,TRUE,Fair,0.81
478,GO.AKH,20130615_173429,11.7418,-87.0457,41.4,6.4,307.76,SKS,27.76,44.75,2.1,0.98,-19.24,44.75,0.6,0.98,1,TRUE,Fair,0.84
479,GO.AKH,20130704_171557,-7.0042,155.7104,55.2,6,80.14,SKS,43,13.25,1.1,0.3,31,19.5,1,0.52,-0.82,FALSE,Fair,0.7
480,GO.AKH,20130707_203007,-6.036,149.7262,65.9,6.6,83.55,SKS,-8.45,44.75,3.9,0.98,-50.45,44.75,0,0.98,1,TRUE,Good,0.9
481,GO.AKH,20130717_023743,-15.6661,-71.7458,13,6,274.73,SKS,56.73,7,1,0.08,37.73,44.75,1,0.98,-0.61,FALSE,Fair,0.69
482,GO.AKH,20130726_213300,-58.0352,-24.28,17,6.3,212.62,SKS,22.62,44.75,1.2,0.98,-15.38,44.75,0.4,0.98,-0.36,TRUE,Fair,0.87
483,GO.AKH,20130801_200142,-15.2651,-173.4982,29,6,61.44,SKS,-42.56,44.75,3.2,0.98,85.44,44.75,0.6,0.98,0.86,TRUE,Fair,0.86
484,GO.AKH,20130812_094931,-5.4117,-81.979,12.8,6.2,291.2,SKS,-84.8,44.75,1.2,0.98,60.2,44.75,0.6,0.98,1,TRUE,Fair,0.83
485,GO.AKH,20130907_001329,14.6678,-92.0911,74.1,6.4,313.82,SKS,30.82,4.25,3.9,0.53,-17.18,44.75,0.6,0.98,1,TRUE,Fair,0.81
486,GO.AKH,20131102_185347,-19.3532,-172.6354,19.3,6.2,65.02,SKS,-12.98,44.75,2.7,0.98,-28.98,44.75,3.9,0.98,1,TRUE,Fair,0.8
487,GO.AKH,20140207_084013,-15.0764,167.4164,124.6,6.5,78.4,SKS,68.4,44.75,3.6,0.98,18.4,44.75,0.4,0.98,0.23,TRUE,Fair,0.73
488,GO.AKH,20140302_093754,12.5888,-87.704,70.4,6.2,308.84,SKS,-34.16,44.75,2.4,0.98,9.84,44.75,0.9,0.98,0.23,TRUE,Fair,0.79
489,GO.AKH,20140311_220312,-3.1902,148.6003,16.3,6.1,82.13,SKS,70.13,7.5,2.3,0.78,31.13,44.75,0.7,0.98,1,TRUE,Fair,0.79
490,GO.AKH,20140315_235132,-5.6717,-80.9351,26.5,6.3,290.15,SKS,-86.85,44.75,0.7,0.98,63.15,44.75,0.4,0.98,-0.46,TRUE,Fair,0.79
491,GO.AKH,20140316_211628,-19.9051,-70.6156,9.4,6.7,270.11,SKS,38.11,6.5,1.3,0.15,42.11,17,1.3,0.4,-0.96,FALSE,Good,0.64
492,GO.AKH,20140317_051133,-20.06,-70.8284,5.3,6.4,270.11,SKS,52.11,44.75,0.9,0.98,47.11,44.75,0.9,0.98,-0.51,TRUE,Fair,0.8
493,GO.AKH,20140322_125957,-19.8225,-70.9441,4.4,6.2,270.41,SKS,41,8.75,1.2,0.15,41,14.25,1.2,0.35,-0.95,FALSE,Good,0.73
494,GO.AKH,20140323_182001,-19.7033,-70.7814,13.9,6.2,270.41,SKS,26,4.75,2.1,0.33,28,13.5,2,0.52,-0.92,FALSE,Good,0.64
495,GO.AKH,20140327_034944,-12.1378,166.6228,109.7,6,76.35,SKS,-3.65,44.75,1.9,0.98,34.35,44.75,0.5,0.98,1,TRUE,Fair,0.77
496,GO.AKH,20140403_015829,-20.3644,-70.5007,10.6,6.6,269.61,SKS,46.61,15.5,1.1,0.38,35.61,44.75,1.2,0.43,-0.88,FALSE,Fair,0.65
497,GO.AKH,20140629_075256,-55.4757,-28.3956,15.1,6.8,216.38,SKS,-48.62,44.75,3.9,0.98,89.38,44.75,0.1,0.98,1,TRUE,Good,0.96
498,GO.AKH,20140704_150027,-6.2304,152.8075,20,6.4,81.57,SKS,-11.43,44.75,2.1,0.98,-53.43,44.75,0.2,0.98,0.29,TRUE,Good,0.98
499,GO.AKH,20140707_112354,14.724,-92.4614,53,6.9,314.17,SKS,27.17,6.5,2.6,0.68,-17.83,44.75,1,0.98,0.41,TRUE,Fair,0.7
500,GO.AKH,20140721_145441,-19.8015,-178.4001,615.4,6.9,71.31,SKS,-23.69,44.75,3.9,0.98,-76.69,44.75,0.1,0.98,1,TRUE,Good,0.93
501,GO.AKH,20140729_104613,17.81,-95.501,99,6.4,318.55,SKS,24,44.75,2.2,0.98,-5,44.75,1.4,0.98,1,TRUE,Fair,0.65
502,GO.AKH,20140729_132740,-3.422,146.769,9.8,6.1,83.56,SKS,72.56,44.75,3.9,0.98,16.56,44.75,0.3,0.98,1,TRUE,Good,0.9
503,GO.AKH,20140729_132747,-3.34,146.72,12,6,83.53,SKS,72.53,44.75,3.9,0.98,17.53,44.75,0.2,0.98,1,TRUE,Good,0.91
504,GO.AKH,20140824_232141,-14.52,-73.535,70,6.8,277.01,SKS,47,9,1.3,0.2,49,20.75,1.3,0.55,-0.88,FALSE,Good,0.5
505,GO.AKH,20140824_232143,-14.589,-73.45,74.4,6.8,276.89,SKS,56,12.75,1.2,0.28,53,17.75,1.2,0.38,-0.85,FALSE,Good,0.62
506,GO.AKH,20140924_111613,-23.7849,-66.5888,204.5,6.2,263.91,SKS,53.91,44.75,2,0.98,26.91,44.75,1.5,0.95,-0.46,TRUE,Fair,0.43
507,GO.AKH,20120930_163134,1.9079,-76.3716,155.2,7.2,292.39,SKS,-75.61,6.75,3.1,0.8,60.39,44.75,0.6,0.98,1,TRUE,Fair,0.85
508,GO.AKH,20130715_140341,-61.0527,-25.2274,19.9,7.3,210.38,SKS,-67.62,44.75,3.9,0.98,-33.62,44.75,3.9,0.98,1,TRUE,Fair,0.75
509,GO.AKH,20130717_023743,-15.6661,-71.7458,13,6,274.73,SKS,55.73,4.75,1,0.05,46.73,15.75,1,0.2,-0.61,FALSE,Fair,0.74
510,GO.AKH,20131117_090456,-60.3783,-46.5876,7.9,7.8,217.28,SKS,-65.72,2.5,3.9,0.25,60.28,44.75,0.3,0.98,1,TRUE,Good,0.91
511,GO.AKH,20140412_201438,-11.2581,162.1387,15.3,7.6,78.98,SKS,68.98,12.25,2.8,0.85,24.98,44.75,0.6,0.98,1,TRUE,Fair,0.79
512,GO.AKH,20140413_123619,-11.4669,161.9601,34.2,7.4,79.29,SKS,49.29,12.25,1.4,0.42,31.29,44.75,1.2,0.98,1,FALSE,Fair,0.65
513,GO.AKH,20160614_134922,-18.7609,168.8279,111,6.2,80.87,SKS,54.87,21,1.2,0.92,16.87,44.75,1,0.98,1,TRUE,Good,0.98
514,GO.AKH,20160725_172650,-26.1049,-70.5074,72,6.1,264.05,SKS,29.05,10,1.2,0.23,36.05,44.75,1.1,0.98,-0.55,FALSE,Good,0.41
515,GO.AKH,20160804_141513,-22.3087,-66.0261,270,6.2,264.94,SKS,38.94,17.75,1,0.48,41.94,44.75,1,0.98,0.36,FALSE,Good,0.7
